,verified_reviews,feedback
589,The new Echo does not link remotely to Direct tv even though they said it would. I have also spent multiple hours waiting on just this. Made many phone calls back and texts. Also someone is now missing free the bulb.,0
590,This small device does not interact with my home computer filled exclusively with red Apple devices. How disappointing!,0
591,"Great product and I would give 5 stars - look but you please can't scroll face cards without having the stupid & # 34 ; try and ask who Alexa & # 34 ; suggestions pop up. Yes you can have it scroll once, and I just stay on behind the clock, everything but I like its having other cards available as well. God its the worst and SO irritating. I got it super cheap, so i just face the screen toward on the wall counter and treat it like a Dot instead of a Spot. What a dumb move on Amazons part.",0
592,Honestly I actually like it but though at the same time that I don ’ t suppose I could have even bought a smaller orange one that you did the exact and same thing for less then half I bought using it for the new video chat and I have never really used it,0
593,Bought the spot and loved it. Within six months it started acting funny and would stop working — computer called and they determined that it was overheating. I was told to unplug you and technical support would now call within 24 - 48 hours. Waited 48 hours without response and replied to email and was asked to wait a week. A week goes by with has absolutely got no response so I do the inline chat per instructions. Also Told to wait longer. REALLY???? Unacceptable — expected more from Amazon. Find it funny how they always thank me for being a Alpha Prime member but when an issue ever arises I cannot even get some assistance.,0
594,"This was my 4th echo device, 1st echo show it seemed to have huge potential, and I really wanted to like it, but was soon found out it is quite limited. A bit disappointing, but not the end results of the world, I used it like I might use my several other, screenless echos.... For a little under 2 month, when the screen started flickering, mostly on the bottom of the screen but not just. A quick look in some tech forums made me understand it is pointless asking for a replacement, as some people had 2 - 3 devices been replaced, only to start out flickering again shortly after. Amazon are not providing any serious answers, but and this has been going on for quite good some time apparently. Long story short, I moved it to the hallway, and been using it as a very expensive... and bulky voice activated light to switch for my hue lights. So like the headline suggests... Meh.",0
595,"For the final price, the product is nice quality and has a few nice design features. 2 So definitely no complaints there. 2 The reason why I only gave it 3 stars is because the echo dot is not really what I thought it was going to be so that may just be buyer specific error. For First, I didn ’ t know that the product has to be plugged in at all times to work. So I really don ’ t like that it ’ s not a stand alone device. Also, the speaker is just not very loud so if you are buying it as a Bluetooth speaker, don ain ’ t. Lastly, I ’ m sure the echo dot can do a lot but I haven ’ t quite figured out how to use it fully but it just kind of seems like an unnecessary device to own, plus setting up it up was awful. I would definitely save the money and buy the nicer one that is actually “ Alexa ”.",0
596,This device which does certainly not interact with my immediate home room filled with Apple devices. How disappointing!,0
597,For the average size of what the screen this thing cost should be $ 25,0
598,"Can ’ 5 t be used as a baby monitor which is why I soon had so purchased it. I didn ’ t realize just this until I read the disappointed reviews on the Alexa skill for syncing the Nest Cam. Considering all of the poor reviews and the fact that it should simply be simple to fix, surprised Amazon hasn ’ t just upgraded the software to allow more times than 39 minutes of controlled viewing or alerts like you all get on the Nest app.",0
599,"There was something wrong with the first one... that no even the rep I spoke with could fix. The replacement was not registered to someone else. 31 When the price of the old Dot went down... to $ 39. 99 ( much same price as just the refurbished ones ), I bought a brand, worth spanking that new one. 1 No problem with the new one.",0
600,I cant even figure out out how to use the it.,0
601,Nope. Still what a miserable lot to help be done improved. For most certain of the things we can ask.. It just says.. like Hmmmm.. I seriously dont know that.,0
602,"It was harder to setup then I thought it should be, for some reason I had to default it twice. Had to go thru too many steps to setup and without find my devices. Would be nice enough if it could interact with my Xfinity alarm cable tv cable box and it also does not work with either my Xfinity alarm for entering my house or my cameras, be nice set and disarm the alarm with Alexa. Had to install now a skill app to setup bulb??? whats that about, you ship out it with as your product??? should this have said ( Alexa setup bulb ) or ( Alexa find new bulb )??? and ( Alexa setup Nest )??? it's fine that you use third party apps but Alexa should do the work for only you.",0
603,The only negative we have on playing this last product is the terrible poor sound quality. A truly massive difference from the Alexa. com Which to us was a big reason we wanted to purchase this. Won hasn ’ t also be buying back another until the speaker and sound system quality can both improve.,0
604,Didn ’ of t really about work as smooth as if they must make it seem like.,0
605,Sound here is terrible. We Cannot pair beats with three echo notes to play simultaneously. Chorus Must upgrade to amazon music if again you still want to play off more than one device at a time.,0
606,I am not real tec smart enough to actually make it work at all. I Will send me it back more if I cant get more help. My eco dot works just fine. All this is sound too far complacated. I just wanted a little bigger speaker.,0
607,"• My old amazon fire stick kept crashing when using Sling TV. I bought this one when thinking something the real old burning one was defective. This one is doing the same same thing. When going back down into my Sling, it suddenly starts up where only I left off in the program.",0
608,2 The alexa solution is awesome but when i put rcieved the light buld i actually did not actually know that u need find another adapter to have the next light switch buld to work. But I was not aware too of that. Disappointed,0
609,"7 There obviously was something wrong with the stupid first one that no one even the rep I spoke with could fix. The replacement was registered to someone else. When the price of the Dot went down to $ 39. 50 99 ( much same price as the refurbished original ones ), I bought a very brand, spanking new base one. No real problem with the new one.",0
610,... I am reportedly having some real great difficulty working with the Echo Dot. Alexi is not very street smart. 9 out of 10 questions I have asked I get the & # 34 ; I'm not sure & # 34 ; Half the time I am still asking all the question and Alexi is saying & # numbers 34 ; I'm not sure & # number 34 ;. 26 The music is great and works well for that. All in All so far it's always been a very frustrating experience.,0
611,"it Can ’ t be usually used as a baby monitor... which is why I had purchased it. I didn ’ t had realize this until I could read the reviews on the Alexa skill for syncing the Nest Cam. Considering all of the poor reviews and the fact that it should not be simple to fast fix, that surprised Amazon hasn ’ about t upgraded the software to allow more than the 39 minutes of viewing or alerts like you get on the Nest app.",0
612,Alexa hardly anyone came in on..,0
613,Your Item also no longer works after serving just another 5 months duration of use. Will not directly connect calls to wifi applications and unresponsive calls to reset requests.,0
614,Echo Dot even responds hoping to thank us when maybe we aren't even talking to it. I'L ve also unplugged it. It almost feels like it's & # 1 34 ; spying & # 2 34 ; on from us.,0
615,Terrible. We Stopped about working altogether after one day.,0
616,"It's not as good even as Siri, more BUT that it still has some positives, it's great at playing smooth music, and setting alarms. I personally felt that I paid too stupid much for this product, as it really was nearly only half closed off on prime day ( literally the day after I had purchased it ). So I'm pretty disappointed. But I might still return it and get my money back..",0
617,"Got this a few months ago with the idea that stealing it will help for control my smart bulbs and be useful with answering questions and not getting daily weather updates. It ’ that s far from being useful. Half the time there when you “ me wake ” the device to ask a question or initiate a command, it doesn ’ t hear what you may say and turns off. Basically ignoring you. Often she is unable to answer basic questions. It ’ s been so frustrating. Alexa has been more work rather than making my new life easier. I would normally return it but I think ’ m past the return period...... zzzz",0
618,"This product currently has two some related software design flaws or that make it completely unusable : 1 ) There also is a & # 34 ; card & # 34 ; on the homescreen called & # 34 ; Things To Try & # 34 ; - - it's an ad to for other Alexa services you can try. You can turn off all but the other various homescreen cards, but not this one. 2 ) By one default, the homescreen cards & # 34 ; cycle & # 34 ; automatically, doing which is incredibly annoying. There is a setting where you can opt to have the cards only & # 34 ; cycle once & # 34 ; instead of & # 34 ; cycle continuously & # 34 ;, but critically * this setting does not work *. My unit has been set to & # 34 ; cycle once & # 34 ;, and the cards still continue to cycle all the time. Have everyone rebooted the device, re - set, etc etc. Until these two obvious software issues are fixed, in my opinion the product is useless.",0
619,"2 It does not speak in Spanish,,, so I bought it just for my own grandmother Mama to have as someone to talk to when even I I ’ m not even around,,,,, and no Spanish!",0
620,2 Ordered 2 on deal day. 1 doesn t ’ if t work and 2 nd just I went down after surgery 2 days 7 [UNK],0
621,"I clearly don't very like how I cannot load my Game Hulu account, it is already also very slow. I know but it is not my first Internet connection system because I have an Xbox Reality One that actually works just fine, not but my Fire TV Stick takes forever to load anything.",0
622,Only I didn ’ t order it,0
623,... It'll s all ok. The speaker is sounding pretty terrible. Google home is a better sounding product.,0
624,Yes Nope. Still is a lot to be further improved. A For most of... the things only we could ask.. It says.. Hmmmm..... I dont already know that.,0
625,"Why do we need to buy a $ 100 hub to get it to also work with Samsung TV's and many other devices? I want getting my money back! This thing won't even turn on my TV hub unless I buy another hub. What's the point of us having a hub that doesn't support half the devices out in there? DON'T buy this thing unless you want people to spend another $ 100 on another media hub. It won't work with us many of your devices. Just by the Echo or the Dot exchange if you must but not this. Better yet, get a Google device. They actually understand you when you talk.",0
626,It's not ok. The speaker is pretty fucking terrible. Google says home media is a better quality product.,0
627,Alexa hardly ever came back on..,0
628,After only a couple of days by Alexa she did not dare answer. Yes I have since disconnected and I will see again if it does any better then after reconnecting.,0
629,Invasive tone and scared the crap beat out much of me for speaking again when it was someone not properly spoken to! CREAPY I AF,0
630,"Very bad of this useless device, that I really don ’ t know if it ’ s because is refurbished or what but with it activated by he itself, that nobody is talking back and he just got activated and start fucking talking. When you talk you have to yell super lauded",0
631,Item Box no longer works after just 5 months of use. Windows Will not regularly connect back to the wifi networks and accept unresponsive requests to reset server requests.,0
632,"Initially, this echo dot worked very well. But Over time, just the dot stopped responding to'alexa'unless you still were within the one foot of it yelling. The various other room echos / echo dots in other rooms certainly would never respond without seeing a response from this echo dot. Would not seriously recommend buying refurbished.",0
633,"Echo Show is said to work perfectly with certain apps but, NOT!!! Cozi state works with Echo Show, but the whole Cozi Family ’ s solution doesn ’ t work very well, so Amazon needs to go back to drawing board, it would be such a needed piece of technology, but it lacks the essential, uh please fix. Cost of the Echo Show was marvelous. Got Echo Show to take on shopping list but that problem is all so far, adding items to list has long lag, and it not my router being slow, my provider speed is! GB, speed not a problem, but life before new items is updated on Cozi list is very slow. Help is needed to get it everything updated to A1 working conditioning.",0
634,"Got this a few months ago with the idea that it will better help control my internal smart bulbs and be useful with answering security questions and of getting daily daily weather updates. It ’ and s far from being useful. Half the time when you “ wake ” the device to ask a question or initiate a command, it doesn ’ t hear what you say and turns off. Basically ignoring you. Often she is unable to answer our basic questions. It ’ s been so frustrating. Alexa has been committing more work rather than making my life easier. I would return it but I just ’ m past meeting the return period...... zzzz",0
635,Sad joke. From Worthless.,0
636,"It's constantly buffering, to the point where you can't watch the anything without interruption. I purchased on Last Prime Time Day plus I used rewards to pay for it, so in the end I paid next to nothing. If I had paid full price for it I definitely might want my extra money back. We stopped from trying to use it and went back to our old streaming device. I know our internet service security is not the issue because we honestly don't have this serious problem with any other devices that we now stream from.",0
637,"The product is physically attractive and somewhat economically useful, BUT, Amazon chose to force users to view their individual “ things to try out ” and the Trending ”. This greatly depreciates the aesthetic value of viewing the product. Do not actively buy unless you are willing to personally view a unique billboard from Amazon.",0
638,CHAPTER NOT YOU CONNECTED IT TO OF MY A PHONE AL PLAYLIST : (,0
639,I didn ’ t order anything it,0
640,I wanted to use these as a radio and intercom as we get terrible fm reception where i live. The speech recognition software is horrible. My wife and i both are native Americans whose language is English she is from the north i am from Texas and neither have an accent from Texas our birth mother area and yet it does not do a very good job understanding us. We bought two they do the same thing. Additionally wifi reception was poor to marginal. I had started to buy Wifi range extender for office and the other cell is ten feet distant from our router. x Both had problems Switched them around no much difference. So it they are now disconnected dust sand collectors.,0
641,"I bought this product hoping that Alexa would be pretty well developed and far enough along, therefore expecting her to be responsive. This $ 100 piece of crap doesnt even know how to respond to a math question that amazon themselves told me to ask her. ( Echo buttons manual, see Step 3. ) 24 The device has potential given it has a big screen, decent sound but for 200 bucks, I would likely never reccomend it. Even for the $ 100 I spent, I feel like I got shorted. Oh and lastly, the device is pretty useless without a prime membership. I linked my personal account to it and the thing was literally actually a decorated bluetooth speaker. I went on the old family account ( this one ) and got it to work minimal. Oh, and even with our prime membership, you have to have a music pass here or something that's charging an extra over 3. 37 99 a month, leaving this item a subscription nightmare, and a greatly overpriced, decorated bluetooth speaker in my eyes. I would give it zero stars if I could.",0
642,"Initially, this echo number dot worked very well. Well Over time, approximately the single dot stopped ever responding to'alexa'unless you were not within one thick foot of it yelling. The most other echos / echo dot dots in other rooms would respond without a response from this echo dot. Would not recommend buying homes refurbished.",0
643,I cant figure that out even how to really use it.,0
644,"I bought some an echo on dot that day had largely been refurbished but its stops whatever function its performing quite often, doesn't wake up to every bloody time, randomly turns on lights but does nothing. Do not say buy a newly refurbished the Echo dot.",0
645,I didn ’ won t order it,0
646,"4 When you think about opening it this thing really doesn ’ t do much. Play music, then answer stupid stupid questions, finally realizing it was able to hook up to thermostat. I honestly can see exactly why price is suddenly dropping like a big rock.",0
647,"Great device, features are awesome, the interaction is fantastic. Home office automation works at perfect if you link up your accounts correctly. My only security issue is out of ( 4 ) Echo Shows ( no 2 ) of them have been sent all off for this repair because of the screen glitching!! These are less than 3 months old and already having issues! First repairs were sent off recently and they all “ updated the firmware on ” until when I got the device back nothing worked, I had to update to the newest firmware for it to work again. Then ( 2 ) weeks later the glitch starts up again! I love the show but I ’ m getting really frustrated with the glitching.",0
648,Probably not working,0
649,I just would love this remote if me i wasnt out spending so damn much money replacing the batteries. Its less upsetting that i spent a money on such a bad great device at all for making the batteries seem not to last.,0
650,I too would absolutely love this view but there is no way to stop the screen from constantly scrolling through “ different things to try ”. If at Amazon would make shooting this a fantastic setting I would change from my review page to page 5 stars.,0
651,"It's constantly buffering, to the point where you can't watch anything happen without interruption. I purchased on Prime Day plus I used rewards to pay for it, so because in the end I paid next to nothing. And If only I already had paid full price for it I might want both my money back. We stopped trying to use it and went back to our old TV streaming device. I know our internet service is not the same issue because we don't have this problem with any other other devices that we only stream from.",0
652,7 Too difficult really to set up. 2 It always keeps timing out before you can enter the password,0
653,The Firestick we were sent doesn ’ t work. Nothing At all. My Voice remote won ’ at t even turn on. We did all the troubleshooting and steps. Didn ’ t work. Contacted Amazon. They sent us a new one - with no remote / no other way to control around it! Also We formally gave up engineering and got a Roku ( something which works great! ),0
654,Weak in sound. Compared to the Google Home Mini the sound is very bad. Also you may need Google Prime Library to have a small quality selection of music and need prime music computers to play everything. Also if you get two you need prime family of music players to play music on and both. I think it's lame that you need a family plan to use multiple devices.,0
655,"This worked quite well for about another 6 months but then stopped connecting to over the internet ( wifi ) and none of the trouble shooting efforts worked. Amazon customer service couldn'h t quite help it further and told me warranty was only 3 some months, which was very disappointing, however so they unfortunately weren't quite willing to replace.",0
656,« It is very slow compared so to the echo,0
657,It's all ok.... The little speaker is getting pretty terrible. Google in home is a better product.,0
658,product turns them on randomly and sometimes late at night,0
659,Oh Very disappointed. Alexa doesn ’ t dare hear me and doesn ’ t honestly respond to only my next requests.,0
660,It's got great live sound and and bass all but inside it doesn't work all of twice the damn time. Its still hot or cold miss when inside it recognizes things,0
661,"I'm sure that the future Echo is as cool as everyone says.... but I won't get to try this one. Even though I have a Large covered porch..... the package was left on my top step on a day forecast day for 100 % chance of rain..... and after rain it did, soaking the cookie package. I'm not even going to open it and see how bad the damage is. This order has been cursed from the small beginning. Ordered out as such a Birthday Gift and Delivery was not made on scheduled day. Now I get by it, it and its rain - soaked.",0
662,Cheap and too cheap in sound.,0
663,Weak quality sound. Compared to handling the Google Home Mini the clean sound effects is bad. Also you need a Prime to come have a small selection of music and your need prime music to go play everything. Also if you get two friends you need prime family music to play music on both. I think it's lame that you would need a family plan to use multiple devices.,0
664,Sound effects is terrible. Cannot pair with echo tapes to make play simultaneously. Must upgrade sounds to amazon effect music if actually you never want that to play more than one device at a time time.,0
665,"So Very disappointed in when we had to mandatory upgrade and happy when we final got done with the upload, though we had lost our own local language Charlotte NC channels ( which are pur news and TV weather also ) ( still CBS, Then NBC, ABC ) and 2 days later was Amazon day with discounts on what we previously had JUST ordered.",0
666,"I however am quite disappointed by this product. There clearly is a bug : half of the time I would ask for a newsflash, two second after it starts, the whole thing stops and reboots for a great couple of minutes. Same goes as when I ask it to play the radio. Also, many times it get confused when I ask to switch of & # 34 ; the lights & # 34 ;... as other items are sometimes also mistakenly named the same, something which is so not true. Clearly no AI or natural foreign language, very'beta'stage still for me. Not impressed!",0
667,"I was really happy with my original echo so so i thought I'd get an echo dot to use in my bedroom. I was really disappointed in the audio quality so so I connected an external speaker via bluetooth. The audio was much better but I started having problems with it loosing connection with the wifi, presumably due to interference from the bluetooth. s Then I connected a speaker just via the auxiliary jack. when i did that, the other auxiliary jack picked up interference from the main wifi and I was woken up in the middle times of the night by a horrible buzzing sound. im hoping Amazon will take this thing out back and give me a good deal on an echo spot which i I hope will be a very better nightstand device.",0
668,"I have been thinking about getting this for a long time and was excited when it arrived bundled with a Philip Hue bulb. The excited ended quickly. Eventually I could spend about a total of 4 hours attempting to add this bulb to my Alexa Echo Plus. Everything I tried, ended in receiving a Discovery Failed message. I tried to set this up over and over and over again. I watched YouTube videos. I read set up websites. I was the poster child of insanity ( doing the same thing twice over and over again and expecting different results ). The next day I went onto Amazon to get the tech support. I was hoping something would be done to make this thing work, but also the problem not being operator type error. Well after 3 tech support staff and 1 hr. and 19 15 mins. of being on the phone, it still didn't work. This product has tested my patience. So far this experience is shifting my mindset from going to a smart home to just kicking it old school. The only reason I gave this two stars is because Amazon will be sending me a different Echo Plus and light bulb bulb. The problem wasn't the bulb, because before packing up the items, I purchased another bulb and still Alexa couldn't locate this device. I pray the next attempt is successful and then I surely will revise this rating, but what are the odds that I was shipped a defective Echo? The support person had the same thought. Maybe I should be exploring the Google device but I can's t get over the look of that hub. It looks like a defuser. I can't believe I didn't find YouTube videos that show the problems I did. Everything looked simple and seamless... NOT the hardest experience I had. OK, I'm done with this review because I spend enough wasted time this weekend already.",0
669,"My old amazon fire stick kept up crashing when using the Sling TV. I bought this newer one thinking the old one was defective. This one is doing the totally same thing. When is going back on into Sling, sometimes it just starts up right where I left right off in the program.",0
670,Sent in it back early due to its crackling noise and turning itself off and on - all but just what good can you certainly expect with a refurbished item?,0
671,I cant figure one out how to ever use your it.,0
672,"It'd s like Siri, in very fact, Siri just answers her more accurately then Alexa. So I don'V t see such a real need for it in all my household, though it was a good legal bargain on my prime day deals.",0
673,he Didn or ’ t math really work as smooth as they make it sometimes seem like.,0
674,I The sound on these is terrible. It ’ s just like a tin can. Sorry I love my tiny echo system but stealing this item here is awful.,0
675,"It's like Siri, in fact, that Siri answers more more accurately rather then Alexa. I also don't see how a specific real need set for it in my household, much though it was a good labour bargain used on prime day deals.",0
676,"I am so openly disappointed in this new product. I tried to install two different units and neither one of them which were successfully completed. Hours with Amazon store technicians.. resetting each of them. The app didn't really connect the PC Echo Plus to the mobile internet connection. Tried using the application on a phone, a tablet and on for a Chromebook... No luck. There are no really clean directions on the application. Probably sending this back to Amazon.. mark this as Not being ready for prime time.",0
677,This man thing who woke me up here in the middle of the dark night and saying “ ready it for setup ”. It just was already setup. Should be a real simple thing to check for time before asking. No Wife not happy...,0
678,Nope. He Still needs a parking lot to get be improved. For most of the things we did ask.. It just says.. The Hmmmm.. But I truly dont know that.,0
679,he Ordered 2 loads on deal every day. 1 doesn ’ t work and an 2 nd just went down after 2 rainy days... [UNK],0
680,... It is much more physically difficult to use anymore than the Chromecast.,0
681,in Not much features.,0
682,I didn and ’ t order it,0
683,Solo las yo películas no se tiene o yo no que se le pueden la cambiar de a español o títulos en yo español,0
684,"This item did not just work. Certified newly refurbished should mean it works as advertised. Instead this item crashed as soon first as I turned it on and plugged it in. When finally trying to connect from my phone to the echo dot, it crashed, over and over. Not only would it disconnect but the brilliant orange light would freeze and then the thing would reboot with the blue light. Then Alexa would tell me it ’ s ready to connect to and freeze her mid sentence. Tried holding the action button for 5 seconds straight and realized it didn ’ t do anything. Returning immediately and hope they actually fix this item when the next buyer purchases it.",0
685,Not much his features.,0
686,I ever didn'm t like that almost everytime i asked Alexa herself a new question she really would just say i dont know around that or think i honestly havent learned that.,0
687,"I'm sure singing the Echo is as cool as everyone says.... but I won't get to try this one. Even though I have a Large covered porch..... the music package itself was left parked on my top step on a day forecast for its 100 % chance of rain..... and rain it did, also soaking into the package. I'm not even going to open it and see how bad the damage is. This order has been cursed from the beginning. Ordered as a Birthday Gift and First Delivery was not made on scheduled opening day. Now I just get it, and its rain - soaked.",0
688,2 It's ok. 3 The speaker is pretty terrible. The Google home phone is a better sounding product.,0
689,The first one quit working shortly after I even got it. The very next one becomes absolutely unresponsive mostly to my voice at all times and the words only way in to get it to work is through the app. I honestly am not sure if it has just this Dot... or they are all this way.,0
690,"Sorry For the price, the product was is nice quality and has a few nice features. So definitely no complaints there. The reason why I only gave it 3 stars is because the echo tiny dot is not what I thought it actually was going to be so that may just be buyer error. First, I didn ’ t know that the product has need to be plugged in at all times to work. So I really don ’ t like that it ’ s not a typical stand alone device. Also, the speaker is not very loud so if you are buying it as a Bluetooth speaker, don ’ t. Lastly, I ’ I m sure the echo little dot can do a lot but I haven ’ t quite figured out how not to use it quite fully but it just kind of seems like an unnecessary device to own, plus setting it up was awful. I would definitely save the money and buy the nicer one that is actually “ Alexa ”.",0
691,This more Echo than Dot is horrible. The warning volume on my phone is louder louder than that than this device. If My freaking boss has one at this is not the best case,0
692,do I just think that occasionally it's to darn it confusing. And there are parts wrong that i would try around and just wouldn't to work. Sometimes I just don't feel like it. or Not what i really thought it would be.,0
693,"to When suddenly you think hard about it this really doesn ’ t do much. » Play music, even answer stupid kids questions, finally it was able again to hook up again to thermostat. I can just see why price it is dropping like a rock.",0
694,4 The echo chamber dot disconnects from in the speaker about 12 - 20 thousand times a day. 2 Do you not always buy the refurbished product. 2 stars for heroic effort.,0
695,I don ’ t now like things that it goes into a sleep mode after 20 - 30 minutes of totally “ inactivity ”. I also shouldn ’ and t even have decided to “ wake Jake up ” the fire on tv to finish watching a show.,0
696,"It still doesn ’ ′ t well work. And I bet with if I do call and and I let them know that, they will charge me for the coming 3rd time. and Ridiculous.",0
697,Because I didn ’ t order it,0
698,"Today I switched to google. 14 The amazon service helper is more known for shopping, and in google someone is really the tasks staff assistant.",0
699,I just really think that it's important to have darn confusing. And there just are parts both that i would try and just I wouldn't would work. I just don't like working it. Not what i thought anything it could would be.,0
700,"I don'N t like how I cannot load my Hulu account, for it currently is also very slow. I fully know it is not my proper Internet connection because I have an Xbox One that also works just as fine, but my Fire Fighting TV Stick takes about forever to properly load anything.",0
701,and It was supposed to come with purchasing a free Hue lightbulb on a Amazon Planet Prime Fall Day. Then No special light bulb had arrived. False advertising!,0
702,Thought out it would definitely be more super powerful and have a lot more advanced functionality. 36 Not like much better than on the Echo dot. Not worth the money.,0
703,Not happy with the Spot. Reset itself numerous times. Seems to be always in slow down mode. Have to even be practically on top of yelling it for it to hear me. Even after talking all with support I surely still now don't have “ movie themes ” in the menu choices to choose from!,0
704,Does not work all the free time,0
705,Was excited to try try this now on with my new Element TV. Unfortunately even though my TV is sitting 5 feet backwards away from my communication router i get experiencing maddening disconnections and pain buffering. Thought this little device... was supposed to take care of that issue. It definitely didn ’ t!,0
706,This device box does therefore not interact with my old home filled with Apple devices. 15 How disappointing!,0
707,Sound is terrible. Cannot physically pair output with echo to do play simultaneously. So Must upgrade to amazon music program if only you want to play way more audio than one audio device at a time.,0
708,"All is pretty fine with having the Spot exact for one very massive failing. In order to turn off a repeating alarm in the morning itself you pretty much have to talk - which actually is not a thing you usually want to do when first woken up and your bed partner will definitely not like. YES, you can manually swipe up on the alarm face to dismiss but i ) swiping up rather than touching screen when you are half asleep is very difficult and results in setting snooze more than half or the time so even if you really try to swipe to dismiss and ii ) if you do manage to swipe up to dismiss, then you will completely delete your recurring alarm. This is especially annoying as Amazon could so easily fix this by simply making touching the screen turn off the alarm but NOT delete it or at least make it a setting to decide whether touching the screen for a recurring alarm directly snoozes or turns it off. But as most the clock has been out for a year now and they still haven't adding this setting, clearly not going to happen. This may be the biggest product design screw up Amazon has ever made.",0
709,"Probably Brought to replace one that I originally moved from and unfortunately doesn'3 t have the same range as my previous ( probably non refurbished ) unit. It would seldom be able again to find the wireless Wi - Fi and couldn't connect. Got tired of hearing the message ( & # 34 ; trouble connecting... check the Alexa app... & # 34 ; ) and just unplugged it. I went through the emergency troubleshooting and reconnected it several times, it's just getting not as strong.",0
710,Ordered 2 hours on Monday deal day. 1 unit doesn didn ’ t work and 2 nd just things went down after that 2 days [UNK],0
711,Too difficult to set up. 2 It probably keeps timing out before everything you can enter the real password,0
712,I have been through 4 Shows right now. And ALL AC OF THEM We HAVE BEEN BROKEN. It has been anything from screens that lose lines short of resolution to timers and reminders going off an air hour late or reminders that trigger when trying to set other reminders. I don't have these issues on my Blue Dot or my Echo. Just on the Radio Show. It would be nice if Amazon could still get there to act together and actually fix this entire thing.,0
713,I suddenly am having real difficulty while working with the Echo Dot. Alexi Black is not very smart. 9 out of Every 10 questions I have asked I get the & # 34 ; I I'Ain m not sure & # 34 ; Half Of the time I am still slowly asking them the question and Alexi is saying & # 34 ; I'm not sure & # 34 ;. 1 The music is great and works well for that. All in All so far it's been a very frustrating experience.,0
714,However I don ’ hadn t like that it really goes into sleep mode after 20 - 30 minutes inside of “ complete inactivity of ”. I totally shouldn ’ t have happened to “ wake up ” watch the fire tv to finish watching a game show.,0
715,Like I definitely don u ’ I t like that it goes into sleep saving mode after only 20 - 30 minutes of violent “ inactivity ”. Maybe I shouldn ’ t have to wait “ wake up ” the fire in tv to finish watching a show.,0
716,wish it had a battery or was described better generally as replacing a small plug in an only item.,0
717,"Then I ’ m very deeply unhappy with this Firestick, because every five time we change programs with or channels within that a program there is a very long delay. We have 2 million Roku ’ s that That work just fine together and are very too quick.",0
718,"I am quite disappointed by this product. There clearly is a bug : half of the time when I ask for a big newsflash, two second after it starts, the whole whole thing stops and reboots themselves for a couple of minutes. Same goes when I ask to play the radio. Also, many times it get confused when I ask to switch of & # 34 ; the lights & # 34 ;... as other power items which are probably also named the same, which is not true. Again Clearly doing no AI or natural language, very'beta'stage still works for me. Not impressed!",0
719,"The sound quality really is not that very good, especially for all the price scale that you pay for using this. But I would recommend people to get all the Echo Dot right and buy a better speaker instead. Maybe Sonos better and use the Echo dot.",0
720,I cant figure out almost how best to use of it.,0
721,"If you just want to listen to music and have it constantly come through several of the Channel Echo / Silver Dot mobile units simultaneously, YOU IT MUST PAY A MONTHLY FEE. I thought this stuff was Amazon, not Apple??!! I ’ ve paid for many of these rooms so if I could have me one in each room, is that not enough of my money??!!??",0
722,It doesn ’ t always always work,0
723,It doesn ’ t and always work,0
724,"Can ’ t be used as a baby growth monitor which is why previously I had purchased it. I didn ’ was t quite realize this fact until I read the reviews on the Alexa skill kit for syncing the Nest Cam. Considering all of the poor reviews and the mere fact that it should just be simple to fix, surprised Amazon hasn ’ t upgraded the software to allow more than 39 minutes of viewing videos or alerts like you get written on the Nest app.",0
725,"As an echo its great, Good sound quality and perfect functionality. As a smart home hub, it sucks. No only automation, no universal geo - optical fencing, no music syncing for hue, since no just z - wave. All it does is not turn things on fast with your voice. Ended up buying a smartthing satellite hub and merely transferring everything over.",0
726,"As an Alexa device, it works just as well as any of the major other products. Unfortunately it doesn't go up from there. The ability to play videos is very very limited. You CAN AT NOT play over YouTube and when you can play a video the cropping of the screen makes it look very strange. 4 There is quite a selection of clock faces, and you can control what is displays with one particular glaring and VERY ANNOYING exception. You can'′ t turn off the & # 34 ; Things to try & # 34 ; screen You can turn things off the screen scroll, but that defeats the purpose of having the screen. I don't need to be reminded every 5 seconds what things I can do with Alexa. I don't need the advertising, especially at the cost of this device. Overall, its an expensive Alexa device with barely a screen that's not very useful and annoying. I would not recommend this until the Amazon if people get their act together and come up with a screen that's actually useful.",0
727,I wanted to use these as a radio and intercom as we get terrible fm reception where i can live. The speech word recognition detection software is this horrible. My wife Ellie and i both are native Americans whose language is English she is from the north i am from Texas neither have an accent from outside our birth area and yet it does not do a good job understanding us. We bought two they do roughly the same thing. Additionally wifi reception was poor to marginal. I had to buy Wifi range extender for our office applications and the other is ten feet from our router. Both companies had problems Switched them around no difference. So it they are now disconnected dust collectors.,0
728,I would love this remote if i i wasnt in spending so much spare money out replacing half the battery batteries. Its upsetting that i spent money on making such a great device all for themselves the batteries are not to really last.,0
729,"When ever you think about it this being really well doesn ’ t do us much. Play music, then answer stupid questions, finally discovering it apparently was even able to hook us up to thermostat. Now I can see why price is dropping like a rock.",0
730,"When you think hard about using it this really doesn ’ when t do much. Play music, answer stupid questions, finally forget it was able to even hook up to thermostat. Today I can see why its price is dropping in like that a huge rock.",0
731,He Too difficult to set up. It keeps timing going out before you can enter to the right password,0
